1787,1.5714285714285714,14,25,26,18,18,17,2,4,4,2,4,4,0
1752,1.5714285714285714,13,24,26,17,17,18,2,4,4,2,4,4,0
1778,1.5535714285714286,13,23,26,18,17,18,2,4,4,2,4,4,0
1768,1.5263157894736843,13,24,24,17,18,18,2,4,4,3,4,4,0
1800,1.5714285714285714,15,26,25,18,18,18,2,4,4,2,4,4,0
1832,1.5714285714285714,14,24,25,18,18,17,2,4,4,2,4,4,0
1816,1.5714285714285714,13,24,26,18,18,17,2,4,4,2,4,4,0
1815,1.543859649122807,14,26,24,18,18,17,2,4,4,3,4,4,0
1839,1.5892857142857142,14,25,27,18,18,17,2,4,4,2,4,4,0
1883,1.5964912280701755,15,26,26,19,18,18,2,4,4,2,4,4,0
1816,1.543859649122807,14,25,25,18,18,18,2,4,4,3,4,4,0
1791,1.5535714285714286,13,24,26,18,18,17,2,4,4,2,4,4,0
1818,1.5892857142857142,14,24,25,18,18,17,2,4,4,2,4,4,0
1768,1.5535714285714286,13,25,25,18,17,17,2,4,4,2,4,4,0
1779,1.5714285714285714,14,24,27,18,18,17,2,4,4,2,4,4,0
1768,1.5714285714285714,14,24,24,18,18,17,2,4,4,2,4,4,0
1736,1.5357142857142858,12,22,24,18,18,18,2,4,4,2,4,4,0
1775,1.5535714285714286,14,24,26,18,18,18,2,4,4,2,4,4,0
1790,1.543859649122807,13,25,24,17,18,17,2,4,4,3,4,4,0
1804,1.5714285714285714,13,23,25,18,17,18,2,4,4,2,4,4,0
1815,1.5614035087719298,14,25,24,18,19,17,2,4,4,2,4,4,0
1796,1.543859649122807,13,25,26,19,18,18,2,4,4,2,4,4,0
1854,1.5964912280701755,15,26,25,17,18,18,2,4,4,3,4,4,0
1808,1.6,14,25,22,18,17,18,2,4,4,2,4,4,0
1776,1.5535714285714286,13,25,26,17,19,17,2,4,4,3,4,4,0
1796,1.6071428571428572,14,25,26,19,16,16,2,4,4,2,4,4,0
1747,1.5714285714285714,14,25,25,18,17,16,2,4,4,2,4,4,0
1770,1.5535714285714286,13,24,26,17,17,17,2,4,4,3,4,4,0
1739,1.5535714285714286,13,25,26,17,18,17,2,4,4,3,4,4,0
1762,1.5535714285714286,14,26,26,18,18,17,2,4,4,2,4,4,0
1778,1.5714285714285714,13,24,25,19,18,17,2,4,4,2,4,4,0
1784,1.5714285714285714,13,22,25,18,18,18,2,4,4,2,4,4,0
1754,1.5714285714285714,13,23,26,18,17,18,2,4,4,2,4,4,0
1832,1.6071428571428572,14,25,27,18,18,18,2,4,4,2,4,4,0
1801,1.6,14,26,24,18,18,18,2,4,4,2,4,4,0
1787,1.5818181818181818,14,26,22,18,18,18,2,4,4,2,4,4,0
1774,1.6181818181818182,14,27,22,17,16,16,2,4,4,2,4,4,0
1741,1.5535714285714286,13,24,26,17,18,17,2,4,4,3,4,4,0
1736,1.6,14,27,23,17,16,18,2,4,4,2,4,4,0
1707,1.6,13,24,23,17,16,18,2,4,4,2,4,4,0
1794,1.5535714285714286,15,25,26,18,19,17,2,4,4,3,4,4,0
1773,1.5818181818181818,14,25,22,17,18,17,2,4,4,2,4,4,0
1797,1.5892857142857142,14,24,26,18,19,17,2,4,4,2,4,4,0
1812,1.5714285714285714,13,25,26,18,19,17,2,4,4,2,4,4,0
1831,1.5892857142857142,14,25,28,18,17,18,2,4,4,3,4,4,0
1777,1.5714285714285714,14,24,26,17,18,18,2,4,4,3,4,4,0
1855,1.6071428571428572,14,25,28,18,18,18,2,4,4,2,4,4,0
1798,1.6,13,26,23,17,18,18,2,4,4,2,4,4,0
1765,1.5535714285714286,13,25,25,17,18,18,2,4,4,3,4,4,0
1785,1.6363636363636365,14,25,22,18,18,18,2,4,4,2,4,4,0
1740,1.6,14,25,22,17,17,17,2,4,4,2,4,4,0
1751,1.6181818181818182,15,25,22,17,17,17,2,4,4,2,4,4,0
1709,1.6,14,24,22,17,17,16,2,4,4,2,4,4,0
1737,1.5818181818181818,13,24,22,17,18,17,2,4,4,2,4,4,0
1699,1.5636363636363637,12,25,20,17,17,17,2,4,4,2,4,4,0
1763,1.5357142857142858,13,25,27,18,17,17,2,4,4,2,4,4,0
1807,1.5892857142857142,14,25,26,19,18,16,2,4,4,2,4,4,0
1786,1.6,13,26,21,18,18,18,2,4,4,2,4,4,0
1792,1.6181818181818182,14,27,23,18,18,18,2,4,4,2,4,4,0
1763,1.5818181818181818,13,26,21,18,18,17,2,4,4,2,4,4,0
1851,1.6071428571428572,14,25,26,19,16,18,2,4,4,2,4,4,0
1791,1.5714285714285714,14,26,26,18,17,18,2,4,4,3,4,4,0
1765,1.6,14,24,22,18,18,17,2,4,4,2,4,4,0
1785,1.6181818181818182,14,27,22,18,17,18,2,4,4,2,4,4,0
1725,1.5818181818181818,13,23,22,17,17,18,2,4,4,2,4,4,0
1732,1.6,15,26,23,17,17,17,2,4,4,2,4,4,0
1701,1.5818181818181818,12,24,22,17,17,18,2,4,4,2,4,4,0
1759,1.5535714285714286,13,24,26,19,17,17,2,4,4,2,4,4,0
1734,1.5818181818181818,14,24,21,18,18,17,2,4,4,2,4,4,0
1771,1.5818181818181818,14,26,22,18,18,17,2,4,4,2,4,4,0
1793,1.6,14,25,23,18,17,18,2,4,4,2,4,4,0
1781,1.6,14,26,22,17,18,17,2,4,4,2,4,4,0
1800,1.6181818181818182,14,25,23,17,17,18,2,4,4,2,4,4,0
1759,1.5818181818181818,12,24,22,18,18,16,2,4,4,2,4,4,0
1832,1.6071428571428572,14,25,27,17,16,17,2,4,4,3,4,4,0
1794,1.5714285714285714,14,25,25,18,18,17,2,4,4,2,4,4,0
1757,1.5818181818181818,14,25,23,18,18,17,2,4,4,2,4,4,0
1778,1.6363636363636365,14,27,22,17,17,18,2,4,4,2,4,4,0
1718,1.6,14,25,22,17,17,16,2,4,4,2,4,4,0
1702,1.5714285714285714,14,24,25,17,17,16,2,4,4,3,4,4,0
1725,1.6,14,25,22,17,17,17,2,4,4,2,4,4,0
1747,1.5535714285714286,13,24,26,17,16,18,2,4,4,3,4,4,0
1728,1.5818181818181818,13,25,21,18,17,16,2,4,4,2,4,4,0
1788,1.5535714285714286,14,25,25,19,18,17,2,4,4,2,4,4,0
1794,1.5714285714285714,13,25,25,18,18,18,2,4,4,2,4,4,0
1795,1.6,14,27,22,18,17,18,2,4,4,2,4,4,0
1794,1.6,13,26,21,17,17,18,2,4,4,2,4,4,0
1748,1.5535714285714286,12,25,24,18,17,18,2,4,4,2,4,4,0
1828,1.6363636363636365,14,26,22,18,18,17,2,4,4,2,4,4,0
1758,1.6,13,25,22,17,17,17,2,4,4,2,4,4,0
1768,1.5818181818181818,13,25,23,18,18,17,2,4,4,2,4,4,0
1781,1.5892857142857142,13,25,27,18,17,17,2,4,4,2,4,4,0
1714,1.5535714285714286,12,24,25,17,18,16,2,4,4,3,4,4,0
1708,1.5714285714285714,15,23,24,18,16,16,2,4,4,2,4,4,0
1711,1.5818181818181818,12,24,22,16,17,16,2,4,4,2,4,4,0
1726,1.5818181818181818,13,23,22,17,18,18,2,4,4,2,4,4,0
1739,1.5535714285714286,13,23,24,18,17,18,2,4,4,2,4,4,0
1751,1.5535714285714286,14,24,27,18,17,16,2,4,4,2,4,4,0
1792,1.5892857142857142,14,24,26,18,18,17,2,4,4,2,4,4,0
1753,1.5535714285714286,12,24,26,18,17,17,2,4,4,2,4,4,0
1786,1.5892857142857142,14,25,26,18,16,17,2,4,4,2,4,4,0
1748,1.5535714285714286,13,23,27,17,17,16,2,4,4,3,4,4,0
1792,1.6071428571428572,13,24,26,18,16,17,2,4,4,2,4,4,0
1801,1.6,14,27,23,18,19,18,2,4,4,2,4,4,0
1773,1.5535714285714286,13,25,26,18,18,18,2,4,4,3,4,4,0
1808,1.6181818181818182,13,25,24,18,18,17,2,4,4,2,4,4,0
1764,1.5714285714285714,14,24,26,19,17,17,2,4,4,2,4,4,0
1733,1.6,14,26,21,18,17,18,2,4,4,2,4,4,0
1720,1.6,14,25,22,17,16,18,2,4,4,2,4,4,0
1781,1.5535714285714286,12,25,26,19,18,17,2,4,4,2,4,4,0
1750,1.5818181818181818,13,25,21,18,18,17,2,4,4,2,4,4,0
1798,1.5535714285714286,15,25,27,19,18,18,2,4,4,2,4,4,0
1798,1.5714285714285714,13,25,27,18,17,18,2,4,4,3,4,4,0
1790,1.5714285714285714,14,24,27,18,18,18,2,4,4,2,4,4,0
1813,1.6181818181818182,14,27,22,18,16,18,2,4,4,2,4,4,0
1751,1.5818181818181818,13,24,22,17,18,17,2,4,4,2,4,4,0
1808,1.6071428571428572,14,25,27,17,18,17,2,4,4,3,4,4,0
1775,1.5714285714285714,13,23,28,18,18,16,2,4,4,3,4,4,0
1733,1.5818181818181818,13,24,24,17,17,16,2,4,4,2,4,4,0
1748,1.6363636363636365,14,25,22,17,18,16,2,4,4,2,4,4,0
1716,1.6296296296296295,14,23,23,17,16,16,2,4,4,2,4,4,0
1704,1.6,14,24,21,17,17,17,2,4,4,3,4,4,0
1694,1.5818181818181818,12,24,23,17,16,16,2,4,4,2,4,4,0
1733,1.5535714285714286,13,24,25,17,16,18,2,4,4,3,4,4,0
1744,1.5535714285714286,13,23,25,17,18,17,2,4,4,4,4,4,0
1780,1.5535714285714286,13,25,27,18,18,18,2,4,4,3,4,4,0
1802,1.5714285714285714,13,25,26,18,17,18,2,4,4,2,4,4,0
1804,1.5714285714285714,14,24,25,18,18,18,2,4,4,2,4,4,0
1810,1.5714285714285714,13,26,26,18,17,18,2,4,4,2,4,4,0
1775,1.5535714285714286,13,23,27,18,18,18,2,4,4,3,4,4,0
1827,1.6071428571428572,14,25,26,18,17,17,2,4,4,2,4,4,0
1766,1.5535714285714286,12,24,26,18,17,18,2,4,4,2,4,4,0
1747,1.5818181818181818,13,25,22,17,18,17,2,4,4,2,4,4,0
1767,1.5892857142857142,13,25,26,17,17,17,2,4,4,3,4,4,0
1729,1.5818181818181818,12,25,22,18,17,16,2,4,4,2,4,4,0
1695,1.5818181818181818,13,24,21,17,17,17,2,4,4,2,4,4,0
1700,1.5535714285714286,12,22,24,18,16,17,2,4,4,2,4,4,0
1726,1.5535714285714286,12,23,24,18,16,17,2,4,4,2,4,4,0
1707,1.5636363636363637,12,24,21,17,17,17,2,4,4,2,4,4,0
1756,1.5535714285714286,14,24,27,18,17,17,2,4,4,2,4,4,0
1788,1.5714285714285714,14,24,25,18,18,17,2,4,4,2,4,4,0
1758,1.5535714285714286,12,24,25,18,18,16,2,4,4,2,4,4,0
1797,1.5892857142857142,14,25,25,18,18,18,2,4,4,2,4,4,0
1746,1.5535714285714286,13,23,26,18,17,16,2,4,4,3,4,4,0
1799,1.6071428571428572,13,24,26,17,18,18,2,4,4,3,4,4,0
1755,1.6,14,26,22,18,17,18,2,4,4,2,4,4,0
1744,1.5818181818181818,14,25,22,17,17,18,2,4,4,2,4,4,0
1763,1.6181818181818182,13,26,22,18,17,18,2,4,4,2,4,4,0
1729,1.6,14,25,22,18,17,17,2,4,4,2,4,4,0
1666,1.5636363636363637,12,23,21,18,17,16,2,4,4,2,4,4,0
1677,1.6,13,25,21,16,16,16,2,4,4,3,4,4,0
1731,1.5818181818181818,13,26,21,18,18,18,2,4,4,2,4,4,0
1705,1.5636363636363637,12,24,21,18,18,17,2,4,4,2,4,4,0
1753,1.5636363636363637,12,26,22,18,17,18,2,4,4,2,4,4,0
1774,1.5714285714285714,13,24,25,18,17,16,2,4,4,2,4,4,0
1766,1.5714285714285714,14,25,25,17,17,17,2,4,4,3,4,4,0
1797,1.5892857142857142,14,26,25,19,17,17,2,4,4,2,4,4,0
1713,1.5818181818181818,12,25,22,17,18,16,2,4,4,2,4,4,0
1784,1.6363636363636365,14,25,22,18,18,17,2,4,4,2,4,4,0
1772,1.5714285714285714,13,25,26,18,17,18,2,4,4,2,4,4,0
1756,1.5818181818181818,14,25,23,18,18,18,2,4,4,2,4,4,0
1780,1.6363636363636365,14,26,22,17,17,17,2,4,4,2,4,4,0
1730,1.5818181818181818,13,25,22,17,17,16,2,4,4,2,4,4,0
1686,1.5818181818181818,12,26,21,17,17,16,2,4,4,2,4,4,0
1718,1.5818181818181818,12,25,22,17,17,17,2,4,4,2,4,4,0
1754,1.5535714285714286,13,25,26,18,16,18,2,4,4,2,4,4,0
1742,1.5535714285714286,13,25,25,18,18,18,2,4,4,2,4,4,0
1777,1.5535714285714286,13,26,26,17,18,17,2,4,4,3,4,4,0
1803,1.5892857142857142,14,26,24,19,18,18,2,4,4,2,4,4,0
1785,1.5714285714285714,13,24,26,19,18,18,2,4,4,2,4,4,0
1785,1.5714285714285714,12,26,26,18,17,17,2,4,4,2,4,4,0
1759,1.5818181818181818,13,25,20,17,18,17,2,4,4,2,4,4,0
1819,1.6071428571428572,13,24,25,18,18,18,2,4,4,2,4,4,0
1813,1.5714285714285714,13,24,25,18,17,19,2,4,4,2,4,4,0
1797,1.5263157894736843,13,25,25,18,17,17,2,4,4,3,4,4,0
1800,1.6071428571428572,13,25,25,18,18,18,3,4,4,2,4,4,0
1773,1.5535714285714286,12,24,26,18,18,17,2,4,4,2,4,4,0
1710,1.5535714285714286,13,22,24,17,17,17,2,4,4,2,4,4,0
1741,1.5714285714285714,14,22,26,16,16,17,2,4,4,3,4,4,0
1749,1.5818181818181818,13,23,21,16,16,18,2,4,4,2,4,4,0
1749,1.5535714285714286,13,23,26,18,16,18,2,4,4,2,4,4,0
1769,1.5357142857142858,12,26,26,18,18,17,2,4,4,2,4,4,0
1776,1.6,13,25,22,17,17,18,2,4,4,2,4,4,0
1778,1.5714285714285714,14,23,25,18,17,17,2,4,4,2,4,4,0
1789,1.5892857142857142,14,24,25,18,16,17,2,4,4,2,4,4,0
1744,1.5535714285714286,12,23,25,17,17,18,2,4,4,3,4,4,0
1791,1.6071428571428572,13,24,25,18,16,17,2,4,4,2,4,4,0
1030,2.75,12,10,86,9,31,9,2,2,1,2,1,2,1
994,2.71875,12,10,84,9,31,8,2,2,1,1,1,2,1
973,2.6875,12,9,84,8,31,8,2,2,1,2,1,2,1
961,2.6875,11,10,84,8,30,8,2,2,1,2,2,2,1
979,2.75,12,9,86,8,30,8,2,2,1,2,2,2,1
970,2.6875,13,9,84,8,30,9,2,2,1,2,2,2,1
994,2.71875,11,9,85,8,31,9,2,2,1,2,1,2,1
983,2.65625,12,9,84,9,31,9,2,2,1,2,1,2,1
995,2.71875,12,10,85,9,31,8,2,2,1,1,1,2,1
1030,2.806451612903226,13,9,25,9,30,9,2,2,3,1,1,1,1
1051,2.838709677419355,13,10,23,9,31,9,2,2,2,1,0,1,1
1035,2.806451612903226,12,9,22,9,31,9,2,2,2,1,0,1,1
1008,2.6875,12,9,85,9,32,9,2,2,1,2,0,2,1
1071,2.8125,13,10,88,8,32,9,2,2,1,2,0,2,1
989,2.71875,12,10,85,8,30,8,2,2,1,2,2,2,1
1016,2.806451612903226,11,10,22,9,30,9,2,2,2,1,1,1,1
990,2.806451612903226,11,9,21,9,30,9,2,2,2,1,1,1,1
964,2.71875,12,10,84,9,30,8,2,2,2,2,2,2,1
1013,2.71875,12,10,86,8,31,9,2,2,1,2,1,2,1
996,2.774193548387097,12,9,24,9,31,8,2,2,4,1,0,2,1
974,2.71875,12,10,85,8,30,8,2,2,1,2,2,2,1
1008,2.75,13,9,86,8,31,8,2,2,1,2,1,2,1
991,2.774193548387097,12,9,26,8,31,8,2,2,3,2,0,2,1
1012,2.806451612903226,12,10,22,9,31,8,2,2,2,1,0,2,1
1032,2.806451612903226,12,10,22,9,31,9,2,2,2,1,0,1,1
1030,2.71875,13,10,85,9,32,8,2,2,1,1,0,2,1
1021,2.6875,12,10,83,9,31,9,2,2,1,1,1,1,1
1025,2.71875,12,10,85,9,32,8,2,2,1,1,0,2,1
999,2.6875,12,9,83,9,31,8,2,2,1,1,1,2,1
1001,2.75,12,9,85,9,31,8,2,2,1,1,1,2,1
984,2.6875,12,9,83,8,31,8,2,2,1,2,1,2,1
1018,2.71875,12,10,85,9,32,9,2,2,1,1,0,1,1
972,2.6875,12,9,83,8,31,8,2,2,1,2,1,2,1
1026,2.6363636363636362,12,9,85,8,31,9,2,2,1,2,2,2,1
1008,2.71875,13,9,85,8,32,8,2,2,1,2,0,2,1
1026,2.75,12,9,85,9,32,8,2,2,1,1,0,2,1
1017,2.71875,12,9,84,8,31,9,2,2,1,1,1,1,1
1038,2.8125,13,9,88,8,32,8,2,2,1,2,0,2,1
1024,2.71875,13,10,84,9,31,9,2,2,1,1,1,1,1
994,2.71875,12,9,85,8,32,8,2,2,1,2,0,2,1
976,2.6875,12,10,84,8,32,8,2,2,1,2,0,2,1
991,2.71875,13,10,85,8,30,8,2,2,1,2,2,2,1
964,2.6875,12,9,83,8,32,8,2,2,2,2,0,2,1
992,2.75,12,10,85,8,31,8,2,2,1,2,1,2,1
955,2.65625,12,9,83,8,31,8,2,2,1,2,1,2,1
995,2.806451612903226,11,9,20,8,31,9,2,2,2,1,0,1,1
997,2.75,13,10,86,8,31,8,2,2,1,2,1,2,1
985,2.71875,12,10,85,8,31,8,2,2,1,2,1,2,1
1012,2.774193548387097,11,10,22,9,31,9,2,2,2,1,0,1,1
1031,2.8125,12,9,87,8,31,8,2,2,1,2,1,2,1
1020,2.806451612903226,12,9,21,9,31,9,2,2,2,1,0,1,1
997,2.71875,12,9,85,9,30,8,2,2,1,1,2,2,1
985,2.71875,12,9,85,8,31,8,2,2,1,2,1,2,1
976,2.71875,12,10,85,8,31,8,2,2,1,2,1,2,1
973,2.75,12,9,85,8,30,8,2,2,1,2,2,2,1
977,2.6875,12,9,84,8,30,9,2,2,1,2,2,2,1
984,2.838709677419355,10,9,19,8,25,9,2,2,2,1,3,1,1
963,2.774193548387097,11,9,19,8,31,9,2,2,2,1,0,1,1
1003,2.806451612903226,11,9,22,9,31,8,2,2,2,1,0,2,1
1023,2.71875,13,9,86,9,31,9,2,2,1,2,1,2,1
989,2.75,13,10,86,8,30,8,2,2,1,2,2,2,1
974,2.71875,13,9,85,8,30,8,2,2,1,2,2,2,1
1008,2.774193548387097,12,9,22,9,31,9,2,2,2,1,0,1,1
1013,2.78125,12,10,87,8,31,8,2,2,1,2,1,2,1
991,2.75,13,10,85,8,31,8,2,2,1,2,1,2,1
983,2.71875,12,10,84,8,31,8,2,2,1,1,1,2,1
996,2.71875,12,10,85,9,31,8,2,2,1,1,1,2,1
1003,2.806451612903226,12,9,30,9,31,8,2,2,3,1,0,2,1
1012,2.838709677419355,12,9,29,9,31,8,2,2,3,1,0,2,1
987,2.774193548387097,13,9,25,9,31,8,2,2,3,1,0,2,1
1002,2.806451612903226,12,9,31,9,31,8,2,2,3,1,0,2,1
971,2.65625,11,9,83,9,31,8,2,2,1,1,1,2,1
952,2.71875,11,9,85,8,30,8,2,2,1,2,2,2,1
984,2.71875,12,9,85,8,30,8,2,2,1,2,1,2,1
1021,2.838709677419355,12,9,22,9,31,9,2,2,2,1,0,1,1
1012,2.806451612903226,12,9,22,8,31,9,2,2,2,1,0,1,1
979,2.71875,11,9,85,8,31,8,2,2,1,2,1,2,1
1059,2.903225806451613,13,9,22,8,31,9,2,2,2,1,0,1,1
1006,2.75,12,10,84,8,32,8,2,2,2,2,0,2,1
998,2.774193548387097,11,9,20,8,31,9,2,2,2,1,0,1,1
1010,2.71875,11,10,85,9,31,8,2,2,1,1,1,2,1
996,2.774193548387097,12,9,23,9,31,8,2,2,2,1,0,2,1
1001,2.71875,12,9,85,9,30,9,2,2,1,1,1,1,1
951,2.7419354838709675,10,10,20,9,26,8,2,2,2,1,2,2,1
995,2.838709677419355,11,9,21,9,26,8,2,2,3,1,2,2,1
1014,2.774193548387097,12,9,22,9,31,9,2,2,2,1,0,1,1
981,2.71875,11,9,85,8,30,8,2,2,1,2,2,2,1
1029,2.806451612903226,12,10,22,9,31,9,2,2,2,1,0,1,1
1006,2.75,13,10,86,8,31,9,2,2,1,2,1,2,1
977,2.71875,12,9,86,8,31,8,2,2,1,2,1,2,1
1002,2.6875,11,9,84,9,31,9,2,2,1,1,1,1,1
1056,2.8125,13,9,87,8,32,8,2,2,1,2,0,2,1
981,2.806451612903226,12,10,24,9,31,8,2,2,3,1,0,2,1
1010,2.71875,12,10,85,9,30,9,2,2,1,2,2,2,1
1009,2.838709677419355,11,10,22,9,30,9,2,2,2,1,1,1,1
999,2.806451612903226,11,9,20,9,30,9,2,2,2,1,1,1,1
988,2.838709677419355,11,9,20,8,30,9,2,2,2,1,1,1,1
933,2.774193548387097,11,10,20,8,30,7,2,2,2,1,1,2,1
999,2.806451612903226,12,9,21,8,30,9,2,2,2,1,1,1,1
963,2.6875,11,10,84,8,30,9,2,2,1,2,2,2,1
1018,2.806451612903226,12,10,21,9,31,9,2,2,2,1,0,1,1
975,2.71875,12,9,85,8,30,8,2,2,1,2,2,2,1
1030,2.75,13,9,85,9,31,8,2,2,1,1,1,2,1
970,2.806451612903226,12,9,22,8,31,8,2,2,2,2,0,2,1
945,2.806451612903226,11,9,20,8,30,8,2,2,2,1,1,1,1
1000,2.935483870967742,12,11,21,9,30,8,2,2,2,1,1,2,1
1004,2.806451612903226,12,9,24,9,31,8,2,2,3,1,0,2,1
987,2.71875,12,10,85,8,30,8,2,2,1,2,2,2,1
1002,2.71875,11,10,85,8,31,9,2,2,1,2,1,2,1
992,2.71875,12,9,85,8,30,9,2,2,1,2,2,2,1
1003,2.75,12,9,86,8,30,8,2,2,1,2,2,2,1
968,2.774193548387097,12,10,27,8,30,8,2,2,3,2,1,2,1
1013,2.838709677419355,12,10,41,8,31,8,2,2,3,2,0,2,1
979,2.7419354838709675,11,10,24,9,31,8,2,2,3,1,0,2,1
996,2.806451612903226,13,9,25,9,30,8,2,2,3,1,1,2,1
1037,2.838709677419355,12,10,23,9,31,9,2,2,2,1,0,1,1
1029,2.75,14,9,87,8,30,9,2,2,1,2,2,2,1
1001,2.806451612903226,12,9,25,9,31,8,2,2,3,1,0,2,1
1024,2.71875,12,10,85,9,30,9,2,2,1,2,2,2,1
1070,2.8125,13,10,89,9,31,9,2,2,1,2,1,2,1
984,2.71875,13,9,85,8,30,8,2,2,1,2,2,2,1
999,2.806451612903226,12,10,21,9,30,8,2,2,2,1,1,2,1
1004,2.806451612903226,12,10,22,9,31,8,2,2,2,1,0,2,1
980,2.806451612903226,11,9,20,8,31,9,2,2,2,1,0,1,1
968,2.806451612903226,11,10,20,9,29,9,2,2,2,1,1,1,1
936,2.774193548387097,11,9,20,8,30,8,2,2,2,1,1,2,1
1007,2.71875,12,9,85,8,30,9,2,2,1,2,2,2,1
965,2.774193548387097,11,9,20,8,30,8,2,2,2,1,1,1,1
1011,2.71875,12,9,85,9,30,9,2,2,1,2,2,2,1
1003,2.806451612903226,13,9,25,9,30,8,2,2,3,1,1,2,1
1026,2.838709677419355,13,9,22,9,31,9,2,2,2,1,0,1,1
973,2.75,12,10,86,8,30,8,2,2,1,2,2,2,1
999,2.774193548387097,11,9,22,9,31,8,2,2,2,1,0,2,1
1038,2.8125,12,11,87,8,31,8,2,2,1,2,1,2,1
973,2.71875,12,10,86,8,30,8,2,2,1,2,2,2,1
991,2.806451612903226,12,9,20,8,30,9,2,2,2,1,1,1,1
978,2.806451612903226,11,9,20,9,30,8,2,2,2,1,1,2,1
965,2.806451612903226,11,9,20,8,30,9,2,2,2,1,1,1,1
967,2.806451612903226,11,10,20,8,29,8,2,2,2,1,1,1,1
944,2.774193548387097,12,9,24,8,31,8,2,2,3,2,0,2,1
967,2.806451612903226,11,9,36,8,30,8,2,2,5,2,1,2,1
969,2.774193548387097,11,9,24,9,31,8,2,2,3,1,0,2,1
960,2.806451612903226,12,9,24,8,30,8,2,2,3,2,1,2,1
1005,2.806451612903226,11,10,21,9,31,9,2,2,2,1,0,1,1
980,2.75,13,9,86,8,31,8,2,2,1,2,1,2,1
980,2.806451612903226,12,9,24,9,31,8,2,2,3,1,0,2,1
971,2.71875,12,9,85,8,30,8,2,2,1,2,2,2,1
1027,2.903225806451613,11,10,20,8,31,9,2,2,2,1,0,1,1
1018,2.806451612903226,12,9,22,9,31,9,2,2,2,1,0,1,1
993,2.71875,12,10,84,8,31,8,2,2,1,2,1,2,1
1009,2.75,13,9,85,9,31,8,2,2,1,1,1,2,1
995,2.774193548387097,12,9,24,9,31,8,2,2,3,1,0,2,1
